rental_id,inventory_id,customer_id,staff_id,rental_date_year,rental_date_month,rental_date_day,rental_date_hour,rental_date_minute,rental_date_second,return_date_year,return_date_month,return_date_day,return_date_hour,return_date_minute,return_date_second,last_update_year,last_update_month,last_update_day,last_update_hour,last_update_minute,last_update_second
21,146,388,2,2005,5,25,1,59,46,2005,5,26,1,1,46,2021,3,6,15,53,41
22,727,509,2,2005,5,25,2,19,23,2005,5,26,4,52,23,2021,3,6,15,53,41
23,4441,438,1,2005,5,25,2,40,21,2005,5,29,6,34,21,2021,3,6,15,53,41
24,3273,350,1,2005,5,25,2,53,2,2005,5,27,1,15,2,2021,3,6,15,53,41
25,3961,37,2,2005,5,25,3,21,20,2005,5,27,21,25,20,2021,3,6,15,53,41
26,4371,371,1,2005,5,25,3,36,50,2005,5,31,0,34,50,2021,3,6,15,53,41
27,1225,301,2,2005,5,25,3,41,50,2005,5,30,1,13,50,2021,3,6,15,53,41
28,4068,232,2,2005,5,25,3,42,37,2005,5,26,9,26,37,2021,3,6,15,53,41
29,611,44,2,2005,5,25,3,47,12,2005,5,30,0,31,12,2021,3,6,15,53,41
30,3744,430,1,2005,5,25,4,1,32,2005,5,30,3,12,32,2021,3,6,15,53,41
31,4482,369,1,2005,5,25,4,5,17,2005,5,30,7,15,17,2021,3,6,15,53,41
32,3832,230,1,2005,5,25,4,6,21,2005,5,25,23,55,21,2021,3,6,15,53,41
33,1681,272,1,2005,5,25,4,18,51,2005,5,27,3,58,51,2021,3,6,15,53,41
34,2613,597,2,2005,5,25,4,19,28,2005,5,29,0,10,28,2021,3,6,15,53,41
35,1286,484,2,2005,5,25,4,24,36,2005,5,27,7,2,36,2021,3,6,15,53,41
36,1308,88,1,2005,5,25,4,36,26,2005,5,29,0,31,26,2021,3,6,15,53,41
37,403,535,1,2005,5,25,4,44,31,2005,5,29,1,3,31,2021,3,6,15,53,41
38,2540,302,1,2005,5,25,4,47,44,2005,6,1,0,58,44,2021,3,6,15,53,41
39,4466,207,2,2005,5,25,4,51,46,2005,5,31,3,14,46,2021,3,6,15,53,41
40,2638,413,1,2005,5,25,5,9,4,2005,5,27,23,12,4,2021,3,6,15,53,41
41,1761,174,1,2005,5,25,5,12,29,2005,6,2,0,28,29,2021,3,6,15,53,41
42,380,523,2,2005,5,25,5,24,58,2005,5,31,2,47,58,2021,3,6,15,53,41
43,2578,532,2,2005,5,25,5,39,25,2005,5,26,6,54,25,2021,3,6,15,53,41
44,3098,207,2,2005,5,25,5,53,23,2005,5,29,10,56,23,2021,3,6,15,53,41
45,1853,436,2,2005,5,25,5,59,39,2005,6,2,9,56,39,2021,3,6,15,53,41
46,3318,7,2,2005,5,25,6,4,8,2005,6,2,8,18,8,2021,3,6,15,53,41
47,2211,35,1,2005,5,25,6,5,20,2005,5,30,3,4,20,2021,3,6,15,53,41
48,1780,282,1,2005,5,25,6,20,46,2005,6,2,5,42,46,2021,3,6,15,53,41
49,2965,498,2,2005,5,25,6,39,35,2005,5,30,10,12,35,2021,3,6,15,53,41
50,1983,18,2,2005,5,25,6,44,53,2005,5,28,11,28,53,2021,3,6,15,53,41
51,1257,256,1,2005,5,25,6,49,10,2005,5,26,6,42,10,2021,3,6,15,53,41
52,4017,507,2,2005,5,25,6,51,29,2005,5,31,1,27,29,2021,3,6,15,53,41
53,1255,569,2,2005,5,25,7,19,16,2005,5,27,5,19,16,2021,3,6,15,53,41
54,2787,291,2,2005,5,25,7,23,25,2005,6,1,5,5,25,2021,3,6,15,53,41
55,1139,131,1,2005,5,25,8,26,13,2005,5,30,10,57,13,2021,3,6,15,53,41
56,1352,511,1,2005,5,25,8,28,11,2005,5,26,14,21,11,2021,3,6,15,53,41
57,3938,6,2,2005,5,25,8,43,32,2005,5,29,6,42,32,2021,3,6,15,53,41
58,3050,323,1,2005,5,25,8,53,14,2005,5,28,14,40,14,2021,3,6,15,53,41
59,2884,408,1,2005,5,25,8,56,42,2005,6,1,9,52,42,2021,3,6,15,53,41
60,330,470,1,2005,5,25,8,58,25,2005,5,30,14,14,25,2021,3,6,15,53,41
61,4210,250,2,2005,5,25,9,1,57,2005,6,2,7,22,57,2021,3,6,15,53,41
62,261,419,1,2005,5,25,9,18,52,2005,5,30,10,55,52,2021,3,6,15,53,41
63,4008,383,1,2005,5,25,9,19,16,2005,5,27,4,24,16,2021,3,6,15,53,41
64,79,368,1,2005,5,25,9,21,29,2005,6,3,11,31,29,2021,3,6,15,53,41
65,3552,346,1,2005,5,25,9,32,3,2005,5,29,14,21,3,2021,3,6,15,53,41
66,1162,86,2,2005,5,25,9,35,12,2005,5,29,4,16,12,2021,3,6,15,53,41
67,239,119,2,2005,5,25,9,41,1,2005,5,27,13,46,1,2021,3,6,15,53,41
68,4029,120,2,2005,5,25,9,47,31,2005,5,31,10,20,31,2021,3,6,15,53,41
69,3207,305,2,2005,5,25,10,10,14,2005,5,27,14,2,14,2021,3,6,15,53,41
70,2168,73,2,2005,5,25,10,15,23,2005,5,27,5,56,23,2021,3,6,15,53,41
71,2408,100,1,2005,5,25,10,26,39,2005,5,28,4,59,39,2021,3,6,15,53,41
72,2260,48,2,2005,5,25,10,52,13,2005,5,28,5,52,13,2021,3,6,15,53,41
73,517,391,2,2005,5,25,11,0,7,2005,6,1,13,56,7,2021,3,6,15,53,41
74,1744,265,2,2005,5,25,11,9,48,2005,5,26,12,23,48,2021,3,6,15,53,41
75,3393,510,1,2005,5,25,11,13,34,2005,6,3,12,58,34,2021,3,6,15,53,41
76,3021,1,2,2005,5,25,11,30,37,2005,6,3,12,0,37,2021,3,6,15,53,41
77,1303,451,2,2005,5,25,11,31,59,2005,5,26,16,53,59,2021,3,6,15,53,41
78,4067,135,2,2005,5,25,11,35,18,2005,5,31,12,48,18,2021,3,6,15,53,41
79,3299,245,2,2005,5,25,12,11,7,2005,6,3,10,54,7,2021,3,6,15,53,41
80,2478,314,2,2005,5,25,12,12,7,2005,5,31,17,46,7,2021,3,6,15,53,41
81,2610,286,2,2005,5,25,12,15,19,2005,6,2,14,8,19,2021,3,6,15,53,41
82,1388,427,1,2005,5,25,12,17,46,2005,6,1,10,48,46,2021,3,6,15,53,41
83,466,131,1,2005,5,25,12,30,15,2005,5,27,15,40,15,2021,3,6,15,53,41
84,1829,492,1,2005,5,25,12,36,30,2005,5,29,18,33,30,2021,3,6,15,53,41
85,470,414,1,2005,5,25,13,5,34,2005,5,29,16,53,34,2021,3,6,15,53,41
86,2275,266,1,2005,5,25,13,36,12,2005,5,30,14,53,12,2021,3,6,15,53,41
87,1586,331,2,2005,5,25,13,52,43,2005,5,29,11,12,43,2021,3,6,15,53,41
88,2221,53,2,2005,5,25,14,13,54,2005,5,29,9,32,54,2021,3,6,15,53,41
89,2181,499,1,2005,5,25,14,28,29,2005,5,29,14,33,29,2021,3,6,15,53,41
90,2984,25,1,2005,5,25,14,31,25,2005,6,1,10,7,25,2021,3,6,15,53,41
91,139,267,1,2005,5,25,14,57,22,2005,6,1,18,32,22,2021,3,6,15,53,41
92,775,302,2,2005,5,25,15,38,46,2005,5,31,13,40,46,2021,3,6,15,53,41
93,4360,288,1,2005,5,25,15,54,16,2005,6,3,20,18,16,2021,3,6,15,53,41
94,1675,197,1,2005,5,25,16,3,42,2005,5,30,14,23,42,2021,3,6,15,53,41
95,178,400,2,2005,5,25,16,12,52,2005,6,2,18,55,52,2021,3,6,15,53,41
96,3418,49,2,2005,5,25,16,32,19,2005,5,30,10,47,19,2021,3,6,15,53,41
97,1283,263,2,2005,5,25,16,34,24,2005,5,28,12,13,24,2021,3,6,15,53,41
98,2970,269,2,2005,5,25,16,48,24,2005,5,27,11,29,24,2021,3,6,15,53,41
99,535,44,1,2005,5,25,16,50,20,2005,5,28,18,52,20,2021,3,6,15,53,41
100,2599,208,1,2005,5,25,16,50,28,2005,6,2,22,11,28,2021,3,6,15,53,41
101,617,468,1,2005,5,25,17,17,4,2005,5,31,19,47,4,2021,3,6,15,53,41
102,373,343,1,2005,5,25,17,22,10,2005,5,31,19,47,10,2021,3,6,15,53,41
103,3343,384,1,2005,5,25,17,30,42,2005,6,3,22,36,42,2021,3,6,15,53,41
104,4281,310,1,2005,5,25,17,46,33,2005,5,27,15,20,33,2021,3,6,15,53,41
105,794,108,2,2005,5,25,17,54,12,2005,5,30,12,3,12,2021,3,6,15,53,41
106,3627,196,2,2005,5,25,18,18,19,2005,6,4,0,1,19,2021,3,6,15,53,41
107,2833,317,2,2005,5,25,18,28,9,2005,6,3,22,46,9,2021,3,6,15,53,41
108,3289,242,1,2005,5,25,18,30,5,2005,5,30,19,40,5,2021,3,6,15,53,41
109,1044,503,2,2005,5,25,18,40,20,2005,5,29,20,39,20,2021,3,6,15,53,41
110,4108,19,2,2005,5,25,18,43,49,2005,6,3,18,13,49,2021,3,6,15,53,41
111,3725,227,1,2005,5,25,18,45,19,2005,5,28,17,18,19,2021,3,6,15,53,41
112,2153,500,1,2005,5,25,18,57,24,2005,6,2,20,44,24,2021,3,6,15,53,41
113,2963,93,2,2005,5,25,19,7,40,2005,5,27,22,16,40,2021,3,6,15,53,42
114,4502,506,1,2005,5,25,19,12,42,2005,6,1,23,10,42,2021,3,6,15,53,42
115,749,455,1,2005,5,25,19,13,25,2005,5,29,20,17,25,2021,3,6,15,53,42
116,4453,18,1,2005,5,25,19,27,51,2005,5,26,16,23,51,2021,3,6,15,53,42
117,4278,7,2,2005,5,25,19,30,46,2005,5,31,23,59,46,2021,3,6,15,53,42
118,872,524,1,2005,5,25,19,31,18,2005,5,31,15,0,18,2021,3,6,15,53,42
119,1359,51,2,2005,5,25,19,37,2,2005,5,29,23,51,2,2021,3,6,15,53,42
120,37,365,2,2005,5,25,19,37,47,2005,6,1,23,29,47,2021,3,6,15,53,42
121,1053,405,1,2005,5,25,19,41,29,2005,5,29,21,31,29,2021,3,6,15,53,42
122,2908,273,1,2005,5,25,19,46,21,2005,6,2,19,7,21,2021,3,6,15,53,42
123,1795,43,1,2005,5,25,20,26,42,2005,5,26,19,41,42,2021,3,6,15,53,42
124,212,246,2,2005,5,25,20,46,11,2005,5,30,0,47,11,2021,3,6,15,53,42
125,952,368,1,2005,5,25,20,48,50,2005,6,2,21,39,50,2021,3,6,15,53,42
126,2047,439,1,2005,5,25,21,7,59,2005,5,28,18,51,59,2021,3,6,15,53,42
127,2026,94,1,2005,5,25,21,10,40,2005,6,2,21,38,40,2021,3,6,15,53,42
128,4322,40,1,2005,5,25,21,19,53,2005,5,29,23,34,53,2021,3,6,15,53,42
129,4154,23,2,2005,5,25,21,20,3,2005,6,4,1,25,3,2021,3,6,15,53,42
130,3990,56,2,2005,5,25,21,21,56,2005,5,30,22,41,56,2021,3,6,15,53,42
131,815,325,2,2005,5,25,21,42,46,2005,5,30,23,25,46,2021,3,6,15,53,42
132,3367,479,1,2005,5,25,21,46,54,2005,5,31,21,2,54,2021,3,6,15,53,42
133,399,237,2,2005,5,25,21,48,30,2005,5,30,0,26,30,2021,3,6,15,53,42
134,2272,222,1,2005,5,25,21,48,41,2005,6,2,18,28,41,2021,3,6,15,53,42
135,103,304,1,2005,5,25,21,58,58,2005,6,3,17,50,58,2021,3,6,15,53,42
136,2296,504,1,2005,5,25,22,2,30,2005,5,31,18,6,30,2021,3,6,15,53,42
137,2591,560,2,2005,5,25,22,25,18,2005,6,1,2,30,18,2021,3,6,15,53,42
138,4134,586,2,2005,5,25,22,48,22,2005,5,29,20,21,22,2021,3,6,15,53,42
139,327,257,1,2005,5,25,23,0,21,2005,5,29,17,12,21,2021,3,6,15,53,42
140,655,354,1,2005,5,25,23,34,22,2005,5,27,1,10,22,2021,3,6,15,53,42
141,811,89,1,2005,5,25,23,34,53,2005,6,2,1,57,53,2021,3,6,15,53,42
142,4407,472,2,2005,5,25,23,43,47,2005,5,29,0,46,47,2021,3,6,15,53,42
143,847,297,2,2005,5,25,23,45,52,2005,5,27,21,41,52,2021,3,6,15,53,42
144,1689,357,2,2005,5,25,23,49,56,2005,6,1,21,41,56,2021,3,6,15,53,42
145,3905,82,1,2005,5,25,23,59,3,2005,5,31,2,56,3,2021,3,6,15,53,42
146,1431,433,2,2005,5,26,0,7,11,2005,6,4,0,20,11,2021,3,6,15,53,42
147,633,274,2,2005,5,26,0,17,50,2005,5,29,23,21,50,2021,3,6,15,53,42
148,4252,142,2,2005,5,26,0,25,23,2005,6,1,19,29,23,2021,3,6,15,53,42
149,1084,319,2,2005,5,26,0,28,5,2005,6,2,21,30,5,2021,3,6,15,53,42
150,909,429,2,2005,5,26,0,28,39,2005,6,1,2,10,39,2021,3,6,15,53,42
151,2942,14,1,2005,5,26,0,37,28,2005,5,30,6,28,28,2021,3,6,15,53,42
152,2622,57,1,2005,5,26,0,41,10,2005,6,3,6,5,10,2021,3,6,15,53,42
153,3888,348,1,2005,5,26,0,47,47,2005,5,27,21,28,47,2021,3,6,15,53,42
154,1354,185,2,2005,5,26,0,55,56,2005,5,29,23,18,56,2021,3,6,15,53,42
155,288,551,1,2005,5,26,1,15,5,2005,6,1,0,3,5,2021,3,6,15,53,42
156,3193,462,1,2005,5,26,1,19,5,2005,5,27,23,43,5,2021,3,6,15,53,42
157,887,344,2,2005,5,26,1,25,21,2005,5,26,21,17,21,2021,3,6,15,53,42
158,2395,354,2,2005,5,26,1,27,11,2005,6,3,0,30,11,2021,3,6,15,53,42
159,3453,505,1,2005,5,26,1,34,28,2005,5,29,4,0,28,2021,3,6,15,53,42
160,1885,290,1,2005,5,26,1,46,20,2005,6,1,5,45,20,2021,3,6,15,53,42
161,2941,182,1,2005,5,26,1,51,48,2005,5,27,5,42,48,2021,3,6,15,53,42
162,1229,296,2,2005,5,26,2,2,5,2005,5,27,3,38,5,2021,3,6,15,53,42
163,2306,104,1,2005,5,26,2,26,23,2005,6,4,6,36,23,2021,3,6,15,53,42
164,1070,151,1,2005,5,26,2,26,49,2005,5,28,0,32,49,2021,3,6,15,53,42
165,2735,33,1,2005,5,26,2,28,36,2005,6,2,3,21,36,2021,3,6,15,53,42
166,3894,322,1,2005,5,26,2,49,11,2005,5,31,1,28,11,2021,3,6,15,53,42
167,865,401,1,2005,5,26,2,50,31,2005,5,27,3,7,31,2021,3,6,15,53,42
168,2714,469,2,2005,5,26,3,7,43,2005,6,2,2,9,43,2021,3,6,15,53,42
169,1758,381,2,2005,5,26,3,9,30,2005,5,27,1,37,30,2021,3,6,15,53,42
170,3688,107,1,2005,5,26,3,11,12,2005,6,2,3,53,12,2021,3,6,15,53,42
171,4483,400,2,2005,5,26,3,14,15,2005,6,3,0,24,15,2021,3,6,15,53,42
172,2873,176,2,2005,5,26,3,17,42,2005,5,29,4,11,42,2021,3,6,15,53,42
173,3596,533,2,2005,5,26,3,42,10,2005,5,28,1,37,10,2021,3,6,15,53,42
174,3954,552,2,2005,5,26,3,44,10,2005,5,28,7,13,10,2021,3,6,15,53,42
175,4346,47,2,2005,5,26,3,46,26,2005,6,3,6,1,26,2021,3,6,15,53,42
176,851,250,2,2005,5,26,3,47,39,2005,6,1,2,36,39,2021,3,6,15,53,42
177,3545,548,2,2005,5,26,4,14,29,2005,6,1,8,16,29,2021,3,6,15,53,42
178,1489,196,2,2005,5,26,4,21,46,2005,6,4,7,9,46,2021,3,6,15,53,42
179,2575,19,1,2005,5,26,4,26,6,2005,6,3,10,6,6,2021,3,6,15,53,42
180,2752,75,1,2005,5,26,4,46,23,2005,6,1,9,58,23,2021,3,6,15,53,42
181,2417,587,2,2005,5,26,4,47,6,2005,5,29,6,34,6,2021,3,6,15,53,42
182,4396,237,2,2005,5,26,4,49,17,2005,6,1,5,43,17,2021,3,6,15,53,42
183,2877,254,1,2005,5,26,5,1,18,2005,6,1,9,4,18,2021,3,6,15,53,42
184,1970,556,1,2005,5,26,5,29,49,2005,5,28,10,10,49,2021,3,6,15,53,42
185,2598,125,2,2005,5,26,5,30,3,2005,6,2,9,48,3,2021,3,6,15,53,42
186,1799,468,2,2005,5,26,5,32,52,2005,6,3,7,19,52,2021,3,6,15,53,42
187,4004,515,1,2005,5,26,5,42,37,2005,6,4,0,38,37,2021,3,6,15,53,42
188,3342,243,1,2005,5,26,5,47,12,2005,5,26,23,48,12,2021,3,6,15,53,42
189,984,247,1,2005,5,26,6,1,41,2005,5,27,6,11,41,2021,3,6,15,53,42
190,3962,533,1,2005,5,26,6,11,28,2005,6,1,9,44,28,2021,3,6,15,53,42
191,4365,412,1,2005,5,26,6,14,6,2005,5,28,5,33,6,2021,3,6,15,53,42
192,1897,437,1,2005,5,26,6,20,37,2005,6,2,10,57,37,2021,3,6,15,53,42
193,3900,270,2,2005,5,26,6,41,48,2005,5,30,6,21,48,2021,3,6,15,53,42
194,1337,29,2,2005,5,26,6,52,33,2005,5,30,4,8,33,2021,3,6,15,53,42
195,506,564,2,2005,5,26,6,52,36,2005,5,31,2,47,36,2021,3,6,15,53,42
196,190,184,1,2005,5,26,6,55,58,2005,5,27,10,54,58,2021,3,6,15,53,42
197,4212,546,2,2005,5,26,6,59,21,2005,6,3,5,4,21,2021,3,6,15,53,42
198,1789,54,1,2005,5,26,7,3,49,2005,6,4,11,45,49,2021,3,6,15,53,42
199,2135,71,1,2005,5,26,7,11,58,2005,5,28,9,6,58,2021,3,6,15,53,42
200,3926,321,1,2005,5,26,7,12,21,2005,5,31,12,7,21,2021,3,6,15,53,42
201,776,444,2,2005,5,26,7,13,45,2005,6,4,2,2,45,2021,3,6,15,53,42
202,674,20,1,2005,5,26,7,27,36,2005,6,2,3,52,36,2021,3,6,15,53,42
203,3374,109,1,2005,5,26,7,27,57,2005,6,3,12,52,57,2021,3,6,15,53,42
204,1842,528,1,2005,5,26,7,30,37,2005,5,30,8,11,37,2021,3,6,15,53,42
205,303,114,2,2005,5,26,7,59,37,2005,5,29,9,43,37,2021,3,6,15,53,42
206,1717,345,1,2005,5,26,8,1,54,2005,5,27,6,26,54,2021,3,6,15,53,42
207,102,47,2,2005,5,26,8,4,38,2005,5,27,9,32,38,2021,3,6,15,53,42
208,3669,274,1,2005,5,26,8,10,22,2005,5,27,3,55,22,2021,3,6,15,53,42
209,729,379,1,2005,5,26,8,14,1,2005,5,27,9,0,1,2021,3,6,15,53,42
210,1801,391,2,2005,5,26,8,14,15,2005,5,27,12,12,15,2021,3,6,15,53,42
211,4005,170,1,2005,5,26,8,33,10,2005,5,28,14,9,10,2021,3,6,15,53,42
212,764,59,2,2005,5,26,8,34,41,2005,5,30,12,46,41,2021,3,6,15,53,42
213,1505,394,2,2005,5,26,8,44,8,2005,5,31,12,33,8,2021,3,6,15,53,42
214,1453,98,2,2005,5,26,8,48,49,2005,5,31,4,6,49,2021,3,6,15,53,42
215,679,197,2,2005,5,26,9,2,47,2005,5,28,9,45,47,2021,3,6,15,53,42
216,1398,91,1,2005,5,26,9,17,43,2005,6,3,8,21,43,2021,3,6,15,53,42
217,4395,121,2,2005,5,26,9,24,26,2005,5,31,3,24,26,2021,3,6,15,53,42
218,2291,309,2,2005,5,26,9,27,9,2005,6,4,11,53,9,2021,3,6,15,53,42
219,3074,489,1,2005,5,26,9,41,45,2005,5,28,4,40,45,2021,3,6,15,53,42
220,1259,542,1,2005,5,26,10,6,49,2005,6,1,7,43,49,2021,3,6,15,53,42
221,3578,143,1,2005,5,26,10,14,9,2005,5,29,5,57,9,2021,3,6,15,53,42
222,2745,83,2,2005,5,26,10,14,38,2005,5,31,8,36,38,2021,3,6,15,53,42
223,3121,460,1,2005,5,26,10,15,23,2005,5,30,11,43,23,2021,3,6,15,53,42
224,4285,318,1,2005,5,26,10,18,27,2005,6,4,6,59,27,2021,3,6,15,53,42
225,651,467,2,2005,5,26,10,27,50,2005,6,1,7,1,50,2021,3,6,15,53,42
226,4181,221,2,2005,5,26,10,44,4,2005,5,31,13,26,4,2021,3,6,15,53,42
227,214,301,1,2005,5,26,10,51,46,2005,5,30,7,24,46,2021,3,6,15,53,42
228,511,571,1,2005,5,26,10,54,28,2005,6,4,9,39,28,2021,3,6,15,53,42
229,1131,312,2,2005,5,26,11,19,20,2005,5,31,11,56,20,2021,3,6,15,53,42
230,1085,58,1,2005,5,26,11,31,50,2005,5,30,15,22,50,2021,3,6,15,53,42
231,4032,365,1,2005,5,26,11,31,59,2005,5,27,7,27,59,2021,3,6,15,53,42
232,2945,256,2,2005,5,26,11,38,5,2005,5,27,8,42,5,2021,3,6,15,53,42
233,715,531,2,2005,5,26,11,43,44,2005,5,28,17,28,44,2021,3,6,15,53,42
234,1321,566,2,2005,5,26,11,47,20,2005,6,3,10,39,20,2021,3,6,15,53,42
235,3537,119,1,2005,5,26,11,51,9,2005,6,4,9,36,9,2021,3,6,15,53,43
236,1265,446,1,2005,5,26,11,53,49,2005,5,28,13,55,49,2021,3,6,15,53,43
237,241,536,1,2005,5,26,12,15,13,2005,5,29,18,10,13,2021,3,6,15,53,43
238,503,211,1,2005,5,26,12,30,22,2005,5,27,6,49,22,2021,3,6,15,53,43
239,131,49,2,2005,5,26,12,30,26,2005,6,1,13,26,26,2021,3,6,15,53,43
240,3420,103,1,2005,5,26,12,40,23,2005,6,4,7,22,23,2021,3,6,15,53,43
241,4438,245,2,2005,5,26,12,49,1,2005,5,28,11,43,1,2021,3,6,15,53,43
242,2095,214,1,2005,5,26,13,5,8,2005,6,2,15,26,8,2021,3,6,15,53,43
243,1721,543,2,2005,5,26,13,6,5,2005,6,3,17,28,5,2021,3,6,15,53,43
244,1041,257,1,2005,5,26,13,40,40,2005,5,31,11,58,40,2021,3,6,15,53,43
245,3045,158,2,2005,5,26,13,46,59,2005,5,27,9,58,59,2021,3,6,15,53,43
246,2829,240,2,2005,5,26,13,57,7,2005,5,29,10,12,7,2021,3,6,15,53,43
247,4095,102,2,2005,5,26,14,1,5,2005,5,28,13,38,5,2021,3,6,15,53,43
248,1913,545,2,2005,5,26,14,7,58,2005,5,31,14,3,58,2021,3,6,15,53,43
249,2428,472,2,2005,5,26,14,19,9,2005,5,28,17,47,9,2021,3,6,15,53,43
250,368,539,1,2005,5,26,14,30,24,2005,5,27,8,50,24,2021,3,6,15,53,43
251,4352,204,1,2005,5,26,14,35,40,2005,5,29,17,17,40,2021,3,6,15,53,43
252,1203,187,1,2005,5,26,14,39,53,2005,6,2,14,48,53,2021,3,6,15,53,43
253,2969,416,1,2005,5,26,14,43,14,2005,5,27,12,21,14,2021,3,6,15,53,43
254,1835,390,2,2005,5,26,14,43,48,2005,5,31,9,19,48,2021,3,6,15,53,43
255,3264,114,1,2005,5,26,14,52,15,2005,5,27,12,45,15,2021,3,6,15,53,43
256,3194,436,1,2005,5,26,15,20,58,2005,5,31,15,58,58,2021,3,6,15,53,43
257,2570,373,2,2005,5,26,15,27,5,2005,5,29,16,25,5,2021,3,6,15,53,43
258,3534,502,2,2005,5,26,15,28,14,2005,5,30,18,38,14,2021,3,6,15,53,43
259,30,482,2,2005,5,26,15,32,46,2005,6,4,15,27,46,2021,3,6,15,53,43
260,435,21,2,2005,5,26,15,42,20,2005,5,31,13,21,20,2021,3,6,15,53,43
261,1369,414,2,2005,5,26,15,44,23,2005,6,2,9,47,23,2021,3,6,15,53,43
262,4261,236,2,2005,5,26,15,46,56,2005,5,28,15,49,56,2021,3,6,15,53,43
263,1160,449,2,2005,5,26,15,47,40,2005,5,30,10,7,40,2021,3,6,15,53,43
264,2069,251,2,2005,5,26,16,0,49,2005,5,27,10,12,49,2021,3,6,15,53,43
265,2276,303,1,2005,5,26,16,7,38,2005,6,1,14,20,38,2021,3,6,15,53,43
266,3303,263,2,2005,5,26,16,8,5,2005,5,27,10,55,5,2021,3,6,15,53,43
267,1206,417,2,2005,5,26,16,16,21,2005,5,30,16,53,21,2021,3,6,15,53,43
268,1714,75,1,2005,5,26,16,19,8,2005,5,27,14,35,8,2021,3,6,15,53,43
269,3501,322,2,2005,5,26,16,19,46,2005,5,27,15,59,46,2021,3,6,15,53,43
270,207,200,2,2005,5,26,16,20,56,2005,6,3,12,40,56,2021,3,6,15,53,43
271,2388,92,2,2005,5,26,16,22,1,2005,6,3,17,30,1,2021,3,6,15,53,43
272,971,71,2,2005,5,26,16,27,11,2005,6,3,13,10,11,2021,3,6,15,53,43
273,1590,193,2,2005,5,26,16,29,36,2005,5,29,18,49,36,2021,3,6,15,53,43
274,656,311,1,2005,5,26,16,48,51,2005,6,3,18,17,51,2021,3,6,15,53,43
275,1718,133,1,2005,5,26,17,9,53,2005,6,4,22,35,53,2021,3,6,15,53,43
276,1221,58,1,2005,5,26,17,16,7,2005,6,3,12,59,7,2021,3,6,15,53,43
277,1409,45,1,2005,5,26,17,32,11,2005,5,28,22,54,11,2021,3,6,15,53,43
278,182,214,2,2005,5,26,17,40,58,2005,6,2,16,43,58,2021,3,6,15,53,43
279,661,384,2,2005,5,26,18,2,50,2005,6,3,18,48,50,2021,3,6,15,53,43
280,1896,167,1,2005,5,26,18,36,58,2005,5,27,23,42,58,2021,3,6,15,53,43
281,1208,582,2,2005,5,26,18,49,35,2005,5,27,18,11,35,2021,3,6,15,53,43
282,4486,282,2,2005,5,26,18,56,26,2005,6,1,16,32,26,2021,3,6,15,53,43
283,3530,242,1,2005,5,26,19,5,5,2005,5,31,19,19,5,2021,3,6,15,53,43
284,350,359,2,2005,5,26,19,21,44,2005,6,4,14,18,44,2021,3,6,15,53,43
285,2486,162,2,2005,5,26,19,41,40,2005,5,31,16,58,40,2021,3,6,15,53,43
286,314,371,2,2005,5,26,19,44,51,2005,6,4,18,0,51,2021,3,6,15,53,43
287,3631,17,1,2005,5,26,19,44,54,2005,6,2,1,10,54,2021,3,6,15,53,43
